Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Singapore, Singapore",NA,NA,7,182,308,NA,Notebooks Expert
"Bengaluru, Karnataka, India",1,4,8,113,558,NA,Notebooks Expert
"Cambridge, Massachusetts, United States",NA,NA,NA,153,NA,NA,Discussion Expert
"Pittsburgh, Pennsylvania, United States",10,18,11,132,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",9,NA,4,83,NA,NA,Discussion Expert
"Chandigarh, Punjab, India",18,5,19,249,249,NA,Notebooks Expert
"Tokyo, Tokyo, Japan",66,2,22,157,572,NA,Competitions Master
"Canterbury, England, United Kingdom",5,288,"1,003",NA,134,NA,Datasets Expert
"New Delhi, Delhi, India",6,2,11,127,1810,NA,Notebooks Expert
"Ankara, Ankara, Turkey",NA,NA,11,177,86,NA,Notebooks Expert
"New York, New York, United States",25,4,8,85,NA,NA,Competitions Expert
"New Brunswick, New Jersey, United States",3,1,7,82,1085,NA,Notebooks Expert
"Delhi, Delhi, India",1,2,4,176,NA,NA,Discussion Expert
"Salt Lake City, Utah, United States",6,2,10,96,779,NA,Notebooks Expert
"Chennai, Tamil Nadu, India",17,1,2,191,NA,NA,Discussion Expert
"Ranchi, Jharkhand, India",1,NA,14,151,NA,NA,Discussion Expert
"Boston, Massachusetts, United States",6,3,2,125,NA,NA,Discussion Expert
"College Park, Maryland, United States",4,21,45,138,750,NA,Competitions Expert
"Pune, Maharashtra, India",2,NA,19,113,766,NA,Notebooks Expert
"Indore, Madhya Pradesh, India",NA,NA,14,258,177,NA,Notebooks Expert
"Biella, Piedmont, Italy",1,NA,5,86,626,NA,Notebooks Expert
"Mumbai, Maharashtra, India",5,NA,9,116,229,NA,Notebooks Expert
"London, England, United Kingdom",4,1,2,73,NA,NA,Discussion Expert
"Pune, Maharashtra, India",NA,25,20,120,684,NA,Notebooks Expert
"New York, New York, United States",2,NA,NA,190,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",1,8,6,87,531,NA,Notebooks Expert
"Mumbai, Maharashtra, India",NA,NA,11,98,702,NA,Notebooks Expert
"Limerick, County Limerick, Ireland",3,2,14,114,726,NA,Notebooks Expert
"Raipur, Chhattisgarh, India",NA,NA,NA,65,NA,NA,Discussion Expert
"Mumbai, Maharashtra, India",1,1,8,110,646,NA,Notebooks Expert
"Gurugram, Haryana, India",3,8,8,116,673,NA,Notebooks Expert
"Ahmedabad, Gujarat, India",NA,39,18,128,504,NA,Notebooks Expert
"London, England, United Kingdom",NA,1,4,94,NA,NA,Discussion Expert
"Toronto, Ontario, Canada",NA,1,11,115,647,NA,Notebooks Expert
"Mathura, Uttar Pradesh, India",NA,3,5,92,534,NA,Datasets Expert
NA,NA,NA,11,101,586,NA,Notebooks Expert
"Hyderabad, Telangana, India",6,NA,6,122,826,NA,Notebooks Expert
"Jaipur, Rajasthan, India",NA,NA,10,112,543,NA,Notebooks Expert
"Moscow, Russia",90,3,12,216,177,NA,Competitions Master
"Helsinki, Finland",6,NA,1,83,NA,NA,Discussion Expert
NA,32,NA,18,164,85,NA,Competitions Grandmaster
NA,46,1,10,207,NA,NA,Competitions Expert
"Kraków, Lesser Poland Voivodeship, Poland",15,4,15,160,95,NA,Competitions Expert
"Zürich, Zurich, Switzerland",15,1,NA,141,NA,NA,Competitions Expert
"Brussels, Brussels, Belgium",97,12,25,151,646,NA,Competitions Expert
"Beijing, Beijing, China",13,NA,5,288,NA,NA,Competitions Master
"Istanbul, Istanbul, Turkey",NA,1,5,95,NA,NA,Discussion Expert
"Harelbeke, Flanders, Belgium",325,27,257,273,111,NA,Notebooks Expert
"Gurugram, Haryana, India",14,7,26,110,403,NA,Notebooks Expert
"Lille, Hauts-de-France, France",5,NA,3,151,NA,NA,Competitions Expert
"Dubai, Dubai, United Arab Emirates",4,NA,7,167,380,NA,Notebooks Expert
"Guwahati, Assam, India",2,1,NA,127,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",NA,6,11,114,457,NA,Notebooks Expert
"Seattle, Washington, United States",NA,NA,6,88,493,NA,Notebooks Expert
"Kolkata, West Bengal, India",8,3,18,82,207,NA,Notebooks Expert
"Delhi, Delhi, India",4,NA,1,114,NA,NA,Discussion Expert
"New Delhi, Delhi, India",9,1,12,108,396,NA,Notebooks Expert
"Surat, Gujarat, India",7,NA,1,88,NA,NA,Discussion Expert
"Karimnagar, Telangana, India",1,1,4,114,NA,NA,Discussion Expert
"Tokyo, Tokyo, Japan",62,1,NA,189,NA,NA,Competitions Expert
"Orlando, Florida, United States",1,NA,5,171,98,NA,Notebooks Expert
NA,NA,2,8,161,NA,NA,Discussion Expert
"Hyderabad, Telangana, India",1,NA,8,246,509,NA,Notebooks Expert
"Rome, Lazio, Italy",5,3,4,161,353,NA,Notebooks Expert
NA,9,NA,13,116,1283,NA,Notebooks Expert
"Barcelona, Catalonia, Spain",5,NA,10,166,162,NA,Notebooks Expert
"Bengaluru, Karnataka, India",1,NA,2,202,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",NA,2,11,174,996,NA,Notebooks Expert
"Tiruchirappalli, Tamil Nadu, India",1,1,11,89,NA,NA,Discussion Expert
"Hyderabad, Telangana, India",6,NA,15,118,4089,NA,Notebooks Expert
"Kanpur, Uttar Pradesh, India",3,5,8,72,759,NA,Notebooks Expert
"Bengaluru, Karnataka, India",7,5,7,148,310,NA,Notebooks Expert
"Tabriz, East Azerbaijan Province, Iran",NA,NA,NA,123,NA,NA,Discussion Expert
"Paris, Île-de-France, France",2,NA,NA,106,NA,NA,Discussion Expert
"Ahmedabad, Gujarat, India",5,5,6,146,318,NA,Notebooks Expert
"Mombasa, Mombasa County, Kenya",2,4,11,130,662,NA,Datasets Expert
"Bhopal, Madhya Pradesh, India",2,NA,3,110,NA,NA,Discussion Expert
"Jersey City, New Jersey, United States",1,3,12,168,279,NA,Notebooks Expert
"Kursk, Kursk Oblast, Russia",10,NA,15,111,642,NA,Notebooks Expert
"Singapore, Singapore",4,NA,NA,88,NA,NA,Discussion Expert
"Austin, Texas, United States",98,5,17,151,6,NA,Competitions Grandmaster
"Berlin, Berlin, Germany",4,NA,3,122,NA,NA,Competitions Expert
"Manteca, California, United States",16,2,21,100,NA,NA,Competitions Expert
