Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Chennai, Tamil Nadu, India",3,1,15,185,340,1007,Notebooks Expert
"Linköping, Östergötland County, Sweden",2,1,6,167,807,1008,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,NA,10,16,391,1001,Notebooks Expert
"Delhi, Delhi, India",9,15,23,14,942,1009,Datasets Expert
"Bengaluru, Karnataka, India",5,3,8,171,990,1011,Notebooks Expert
"Kolkata, West Bengal, India",2,5,10,89,985,1012,Datasets Expert
"Madrid, Community of Madrid, Spain",11,1,16,73,326,1014,Notebooks Expert
"Trondheim, Trøndelag, Norway",6,2,19,79,423,1015,Notebooks Expert
"Trento, Trentino-South Tyrol, Italy",2,NA,9,105,381,1005,Notebooks Expert
"Hyderabad, Telangana, India",7,NA,15,87,771,1016,Notebooks Expert
"Beijing, Beijing, China",26,12,11,82,451,1019,Competitions Master
"Thiruvananthapuram, Kerala, India",1,4,9,74,601,1021,Datasets Expert
"Hyderabad, Telangana, India",10,1,30,15,947,948,Notebooks Expert
"Tehran, Tehran Province, Iran",NA,1,11,79,501,1023,Notebooks Expert
"İstanbul, İstanbul, Turkey",2,1,6,76,948,1024,Notebooks Expert
"Basel, Basel City, Switzerland",14,3,15,390,279,1013,Competitions Expert
"Sahibzada Ajit Singh Nagar, Punjab, India",NA,5,24,236,114,1027,Notebooks Master
"Sofia, Sofia City Province, Bulgaria",13,3,16,45,956,1028,Datasets Expert
"Pittsburgh, Pennsylvania, United States",7,NA,12,170,703,1030,Competitions Expert
NA,30,3,16,139,996,1018,Notebooks Expert
"Kolkata, West Bengal, India",1,1,11,97,768,1031,Notebooks Expert
"Paris, Île-de-France, France",13,NA,7,108,384,1020,Competitions Expert
"Mumbai, Maharashtra, India",7,NA,10,105,188,1022,Notebooks Master
"Novocherkassk, Rostov Oblast, Russia",12,1,17,21,1009,1032,Competitions Expert
"İstanbul, İstanbul, Turkey",1,4,8,205,897,899,Datasets Expert
"Kyoto, Kyoto, Japan",24,33,8,100,971,1035,Competitions Master
"Kalyani, West Bengal, India",17,5,12,234,157,1026,Notebooks Master
"Orlando, Florida, United States",1,NA,5,171,98,1037,Notebooks Expert
"Beijing, Beijing, China",8,NA,5,38,943,1029,Notebooks Expert
"Chennai, Tamil Nadu, India",14,4,15,237,132,1017,Notebooks Master
"Moscow, Russia",13,1,10,23,916,1039,Notebooks Expert
"Middlesbrough, England, United Kingdom",1,NA,8,133,916,1040,Notebooks Expert
NA,7,NA,9,81,573,1041,Notebooks Expert
NA,4,1,9,33,665,1044,Notebooks Expert
"Mumbai, Maharashtra, India",NA,2,12,81,977,1033,Notebooks Expert
"St Andrews, Scotland, United Kingdom",27,31,27,361,1013,1038,Competitions Expert
"New Delhi, Delhi, India",NA,4,8,206,712,1051,Notebooks Expert
NA,5,NA,18,128,681,1042,Notebooks Expert
NA,21,5,17,89,747,1054,Notebooks Expert
"Karachi, Sindh, Pakistan",3,1,12,162,635,1043,Notebooks Expert
"Pilibhit, Uttar Pradesh, India",NA,NA,5,37,1012,1056,Notebooks Expert
NA,6,6,11,157,1008,1045,Datasets Expert
"Bursa, Bursa, Turkey",NA,NA,9,82,NA,665,Notebooks Expert
NA,128,3,78,46,607,1058,Competitions Expert
"Paris, Île-de-France, France",25,2,11,97,1028,1059,Notebooks Expert
NA,36,7,16,525,313,1060,Competitions Master
"Bengaluru, Karnataka, India",128,3,13,69,38,1061,Notebooks Master
"Mysuru, Karnataka, India",5,NA,21,217,397,1062,Notebooks Expert
"Utrecht, Utrecht, Netherlands",7,2,21,389,312,1048,Notebooks Expert
"Kurukshetra, Haryana, India",12,9,25,70,584,1064,Notebooks Expert
"Vadodara, Gujarat, India",6,2,10,326,84,1065,Notebooks Master
"Alicante, Valencian Community, Spain",20,NA,14,41,804,1049,Competitions Expert
"Portland, Oregon, United States",7,6,17,79,333,1067,Notebooks Expert
"Jaipur, Rajasthan, India",1,NA,11,120,838,1068,Notebooks Expert
"Greater Noida, Uttar Pradesh, India",1,4,65,357,221,1070,Datasets Expert
"Mumbai, Maharashtra, India",3,2,18,58,942,1071,Notebooks Expert
NA,2,4,15,109,443,1072,Notebooks Expert
"Budapest, Hungary",12,3,10,157,725,1073,Datasets Expert
"Baku, Azerbaijan",5,NA,9,100,509,1074,Notebooks Expert
"Pune, Maharashtra, India",2,1,13,29,708,1075,Notebooks Expert
"Faridabad, Haryana, India",17,4,11,25,997,1057,Datasets Expert
Japan,45,99,41,117,124,1076,Competitions Grandmaster
"Saint-Martin-d'Hères, Auvergne-Rhône-Alpes, France",8,8,31,35,701,1036,Notebooks Expert
"Abu Dhabi, Abu Dhabi, United Arab Emirates",5,3,9,20,1001,1004,Notebooks Expert
"New Delhi, Delhi, India",4,7,32,44,670,1081,Datasets Expert
"Istanbul, Istanbul, Turkey",7,1,11,277,198,1066,Notebooks Master
NA,12,4,48,502,124,1084,Notebooks Master
"Moscow, Russia",12,2,5,18,711,1069,Notebooks Expert
"Tiznit, Souss-Massa, Morocco",5,NA,13,66,594,1085,Notebooks Expert
NA,NA,2,35,15,548,1052,Notebooks Expert
"Mumbai, Maharashtra, India",NA,NA,12,310,364,1087,Notebooks Expert
"Poznań, Greater Poland Voivodeship, Poland",NA,1,21,78,684,1088,Notebooks Expert
"Auckland, Auckland, New Zealand",2,5,22,88,854,1089,Datasets Expert
"Coimbatore, Tamil Nadu, India",7,4,12,119,978,1002,Datasets Expert
"Bangkok, Bangkok, Thailand",3,NA,6,69,1046,1055,Notebooks Expert
"Eindhoven, North Brabant, Netherlands",6,4,12,99,66,1077,Notebooks Expert
"Paris, Île-de-France, France",134,20,29,432,152,1079,Notebooks Master
"Bogota, Bogota, Colombia",53,NA,45,50,881,1090,Competitions Expert
"Incheon, Incheon, South Korea",5,6,59,87,431,1083,Datasets Expert
"Erbil, Kurdistan Region, Iraq",1,4,11,83,522,1091,Datasets Expert
"Mumbai, Maharashtra, India",3,NA,8,76,887,1092,Notebooks Expert
"Ghaziabad, Uttar Pradesh, India",5,21,24,47,1018,1093,Notebooks Expert
"New Delhi, Delhi, India",14,25,33,37,578,1094,Notebooks Expert
"Berlin, Berlin, Germany",15,6,10,206,979,1086,Competitions Expert
"Seoul, Seoul, South Korea",2,7,8,27,1044,1053,Notebooks Expert
NA,NA,NA,22,131,648,1096,Notebooks Expert
"Algiers, Algiers Province, Algeria",1,NA,5,109,623,1097,Notebooks Expert
"Barcelona, Catalonia, Spain",8,NA,11,79,NA,1034,Notebooks Expert
"Saitama, Saitama, Japan",40,76,6,97,837,1082,Competitions Master
"Singapore, Singapore",15,2,5,108,434,1063,Competitions Expert
"Bengaluru, Karnataka, India",NA,22,38,31,1058,1104,Datasets Expert
"Shanghai, Shanghai, China",6,5,37,117,478,1106,Competitions Expert
"Munshiganj, Dhaka Division, Bangladesh",10,4,17,220,501,1109,Datasets Expert
"Hyderabad, Telangana, India",9,2,5,17,487,1110,Notebooks Expert
"Stuttgart, Baden-Württemberg, Germany",NA,NA,12,29,790,1095,Notebooks Expert
"Delhi, Delhi, India",3,17,44,24,793,1112,Datasets Expert
NA,9,10,9,127,931,1098,Datasets Expert
"Manisa, Manisa, Turkey",4,NA,11,48,700,1099,Notebooks Expert
"Mumbai, Maharashtra, India",4,2,6,94,944,1100,Notebooks Expert
"Bengaluru, Karnataka, India",17,NA,13,"1,002",104,1116,Discussion Grandmaster
"Wrocław, Lower Silesian Voivodeship, Poland",14,1,8,129,597,1118,Competitions Expert
"Bengaluru, Karnataka, India",19,3,25,86,65,1101,Datasets Expert
"Kochi, Kerala, India",37,16,38,552,281,1119,Notebooks Expert
"Delhi, Delhi, India",14,6,33,170,NA,983,Datasets Expert
"Salt Lake City, Utah, United States",21,1,21,528,48,1122,Competitions Master
"Paris, Île-de-France, France",1,NA,36,156,561,1123,Notebooks Expert
"El Djazair, Algiers Province, Algeria",13,2,24,131,152,1102,Notebooks Master
NA,2,1,8,47,551,1103,Notebooks Expert
NA,7,NA,7,23,907,1124,Notebooks Expert
"Madhubani, Bihar, India",6,NA,8,84,484,1125,Notebooks Expert
NA,11,NA,16,22,1002,1105,Notebooks Expert
"Kolkata, West Bengal, India",NA,3,5,202,449,1107,Notebooks Expert
"Lucknow, Uttar Pradesh, India",6,2,12,337,257,1108,Notebooks Master
"Pune, Maharashtra, India",2,4,10,88,NA,1006,Datasets Expert
"Colombo, Western Province, Sri Lanka",4,15,17,137,477,1111,Datasets Expert
"Thiruvananthapuram, Kerala, India",NA,3,13,190,407,1127,Datasets Expert
"Jersey City, New Jersey, United States",7,NA,24,1,1047,1113,Notebooks Expert
"Paderborn, North Rhine-Westphalia, Germany",3,NA,6,80,1038,1046,Notebooks Expert
NA,7,2,12,171,659,1117,Competitions Master
"Paris, Île-de-France, France",8,15,23,471,225,1121,Competitions Expert
"Wuppertal, North Rhine-Westphalia, Germany",20,2,20,14,1015,1134,Notebooks Expert
"Jaipur, Rajasthan, India",3,30,7,304,925,1136,Datasets Grandmaster
"Vijayawada, Andhra Pradesh, India",NA,2,10,46,175,1139,Notebooks Master
"Bengaluru, Karnataka, India",7,3,21,60,590,1126,Notebooks Expert
"Maroua, Far North, Cameroon",2,5,7,29,988,1129,Datasets Expert
"Greenville, South Carolina, United States",1,13,10,73,NA,1010,Datasets Expert
"Hwaseong-si, Gyeonggi-do, South Korea",1,NA,8,65,1038,1047,Notebooks Expert
"Melbourne, Victoria, Australia",11,4,7,39,91,1144,Competitions Expert
"Bengaluru, Karnataka, India",11,6,24,100,701,1145,Datasets Expert
"Gurugram, Haryana, India",6,NA,39,68,685,1130,Notebooks Expert
"New Delhi, Delhi, India",6,4,19,29,1091,1120,Notebooks Expert
"Enerhodar, Zaporizhia Oblast, Ukraine",51,6,22,151,119,1132,Notebooks Master
"London, England, United Kingdom",25,2,31,429,1054,1133,Competitions Expert
"Kathmandu, Central Development Region, Nepal",7,37,103,111,207,1150,Datasets Expert
"Tokyo, Tokyo, Japan",15,2,12,20,199,1151,Competitions Grandmaster
"Bengaluru, Karnataka, India",3,NA,13,145,975,1135,Notebooks Expert
NA,8,3,21,12,1048,1050,Notebooks Expert
,31,2,19,185,744,1137,Notebooks Expert
"Nagpur, Maharashtra, India",9,22,36,140,292,1140,Datasets Expert
"İstanbul, İstanbul, Turkey",4,2,17,27,691,1152,Notebooks Expert
"Gunung Putri, West Java, Indonesia",3,2,10,180,673,1153,Notebooks Expert
"Mumbai, Maharashtra, India",2,1,7,71,661,1141,Notebooks Expert
"Delhi, Delhi, India",1,5,7,119,1086,1142,Notebooks Expert
NA,NA,NA,26,36,738,1154,Notebooks Expert
"Toronto, Ontario, Canada",NA,12,42,43,197,1146,Datasets Expert
"Washington, District of Columbia, United States",1,NA,18,3,994,1158,Notebooks Expert
"Vilnius, Vilnius County, Lithuania",44,1,19,10,746,1159,Competitions Expert
"Toronto, Ontario, Canada",12,36,21,351,861,1147,Competitions Expert
"Tokyo, Tokyo, Japan",2,NA,12,5,935,1160,Competitions Expert
"Bengaluru, Karnataka, India",3,3,9,92,310,1162,Notebooks Expert
"Mumbai, Maharashtra, India",14,4,10,140,850,1148,Notebooks Expert
NA,4,NA,8,24,NA,1080,Notebooks Expert
"Portland, Oregon, United States",7,1,15,87,926,1163,Notebooks Expert
"Saharanpur, Uttar Pradesh, India",2,6,65,216,435,1164,Datasets Expert
NA,5,NA,11,29,1092,1138,Notebooks Expert
"Tel Aviv-Yafo, Tel Aviv District, Israel",NA,4,21,191,615,1167,Datasets Expert
"Barcelona, Catalonia, Spain",3,NA,7,36,1125,1128,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,12,75,623,1172,Notebooks Expert
"Mangaluru, Karnataka, India",1,NA,14,30,841,1173,Notebooks Expert
Prizren,NA,1,10,29,684,1174,Notebooks Expert
"Mumbai, Maharashtra, India",4,2,13,33,NA,1143,Notebooks Expert
"Zagazig, Ash Sharqia Governorate, Egypt",1,NA,8,194,896,1155,Notebooks Expert
"Boston, Massachusetts, United States",49,1,24,821,12,1157,Competitions Master
NA,5,NA,12,104,989,1176,Notebooks Expert
"Tokyo, Tokyo, Japan",8,NA,28,35,88,1177,Notebooks Expert
"Omsk, Omsk Oblast, Russia",12,3,31,88,165,1161,Notebooks Master
"Magdeburg, Saxony-Anhalt, Germany",1,3,14,184,77,1131,Notebooks Master
"Oslo, Oslo, Norway",9,31,46,221,832,1149,Datasets Expert
"Faridabad, Haryana, India",2,5,18,234,344,1188,Datasets Expert
"Sadiqabad, Punjab, Pakistan",2,7,39,297,368,1169,Datasets Expert
"Santiago, Santiago Metropolitan Region, Chile",NA,15,34,20,710,1189,Datasets Expert
"Bengaluru, Karnataka, India",1,2,10,35,1143,1170,Notebooks Expert
NA,6,NA,11,36,998,1171,Notebooks Expert
"Kochi, Kerala, India",7,1,14,619,223,1175,Notebooks Master
"Indore, Madhya Pradesh, India",5,4,12,75,268,1179,Notebooks Expert
"Jodhpur, Rajasthan, India",NA,NA,5,46,415,1180,Notebooks Expert
"Ankara, Ankara, Turkey",NA,NA,11,177,86,1193,Notebooks Expert
"Bhuj, Gujarat, India",8,1,28,268,129,1165,Notebooks Master
"Porto Alegre, State of Rio Grande do Sul, Brazil",4,2,10,97,274,1195,Notebooks Expert
NA,9,3,7,12,1150,1182,Notebooks Expert
"Calgary, Alberta, Canada",NA,4,9,118,611,1183,Datasets Expert
"Banswara, Rajasthan, India",4,2,12,33,1057,1184,Notebooks Expert
"Milan, Lombardy, Italy",19,NA,21,38,1101,1186,Notebooks Expert
"Hyderabad, Telangana, India",1,4,10,152,771,1166,Datasets Expert
"Las Vegas, Nevada, United States",1,2,18,583,304,1198,Notebooks Expert
"Anand, Gujarat, India",4,3,9,61,701,1199,Notebooks Expert
"Bengaluru, Karnataka, India",2,6,12,87,1099,1190,Datasets Expert
"Moscow, Russia",11,1,12,8,545,1201,Notebooks Expert
"Sultanpur, Uttar Pradesh, India",NA,NA,9,33,1151,1156,Notebooks Expert
"Tabriz, East Azerbaijan Province, Iran",NA,4,10,152,1181,1204,Datasets Expert
"Bengaluru, Karnataka, India",2,2,9,56,NA,1114,Notebooks Expert
"Beijing, Beijing, China",39,106,17,88,862,1192,Competitions Master
"Kolkata, West Bengal, India",3,13,39,228,424,1178,Datasets Expert
"Hong Kong, Hong Kong",3,7,61,53,1095,1210,Notebooks Expert
"Pune, Maharashtra, India",4,1,17,7,166,1181,Notebooks Expert
"Guwahati, Assam, India",19,4,22,915,794,1321,Competitions Expert
"Taipei, Taiwan",12,NA,55,47,487,1211,Notebooks Expert
NA,NA,10,19,147,1006,1212,Datasets Expert
"Kolkata, West Bengal, India",NA,9,48,95,728,1194,Datasets Expert
"Dhaka, Dhaka Division, Bangladesh",4,NA,11,49,1036,1213,Notebooks Expert
"Bengaluru, Karnataka, India",NA,8,14,367,657,1214,Datasets Expert
"Greater Noida, Uttar Pradesh, India",NA,6,42,107,335,1216,Datasets Expert
"Navi Mumbai, Maharashtra, India",1,1,13,353,345,1217,Notebooks Expert
"Moscow, Russia",NA,1,16,82,1142,1168,Notebooks Expert
"Ahmedabad, Gujarat, India",NA,1,5,178,878,1219,Notebooks Expert
"Pune, Maharashtra, India",4,2,9,115,716,1220,Notebooks Expert
"Chennai, Tamil Nadu, India",NA,3,17,34,974,1200,Notebooks Expert
,11,7,13,123,1175,1202,Notebooks Expert
"Thiruvananthapuram, Kerala, India",NA,3,6,44,906,1203,Datasets Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",34,3,76,153,13,1206,Notebooks Master
"Prague, Prague, Czechia",18,16,15,256,165,1207,Competitions Expert
NA,21,9,16,184,508,1191,Competitions Expert
"Hyderabad, Telangana, India",91,14,20,463,1087,1208,Competitions Expert
"Bern, Canton of Bern, Switzerland",16,NA,10,83,105,1226,Competitions Expert
"Canberra, Australian Capital Territory, Australia",8,1,18,43,1140,1228,Notebooks Expert
NA,7,5,12,18,1024,1025,Notebooks Expert
"Karachi, Sindh, Pakistan",3,5,18,392,305,1229,Datasets Expert
"Gurugram, Haryana, India",13,NA,14,10,986,1209,Notebooks Expert
"Reading, England, United Kingdom",5,1,9,109,382,1230,Notebooks Expert
"Taipei, Taiwan",9,2,51,312,180,1233,Notebooks Expert
"İstanbul, İstanbul, Turkey",1,3,7,18,645,1215,Notebooks Expert
NA,6,1,20,13,1133,1187,Notebooks Expert
"Rome, Lazio, Italy",3,4,16,140,938,1235,Notebooks Expert
"Thiruvananthapuram, Kerala, India",2,1,11,176,710,1237,Notebooks Expert
NA,3,5,7,199,1114,1221,Datasets Expert
"London, England, United Kingdom",1,5,21,199,1104,1222,Datasets Expert
"Seongnam-si, Gyeonggi-do, South Korea",47,NA,40,558,36,1227,Competitions Grandmaster
"Bucharest, Bucharest, Romania",19,1,5,454,761,1231,Discussion Master
"Gurugram, Haryana, India",NA,NA,6,120,1089,1248,Notebooks Expert
"Coimbatore, Tamil Nadu, India",5,1,8,88,890,1197,Notebooks Expert
"Jaipur, Rajasthan, India",1,NA,11,48,436,1234,Notebooks Expert
"Ahmedabad, Gujarat, India",25,13,54,156,1186,1250,Notebooks Expert
"Toronto, Ontario, Canada",4,2,7,179,340,1236,Notebooks Expert
NA,14,6,40,48,1166,1218,Notebooks Expert
NA,NA,NA,6,126,1207,1238,Notebooks Expert
"Tokyo, Tokyo, Japan",20,1,14,45,1223,1253,Competitions Expert
"Pune, Maharashtra, India",1,NA,7,11,1196,1225,Notebooks Expert
"Munich, Bavaria, Germany",19,2,25,590,276,1242,Competitions Master
"Breda, North Brabant, Netherlands",6,2,8,387,86,1243,Notebooks Expert
"Hanoi, Hanoi, Vietnam",23,21,27,130,834,1244,Competitions Master
"Chennai, Tamil Nadu, India",NA,NA,5,156,388,1260,Notebooks Expert
"İstanbul, İstanbul, Turkey",8,NA,16,30,1089,1261,Notebooks Expert
"Chennai, Tamil Nadu, India",37,14,27,169,328,1245,Competitions Expert
"Delhi, Delhi, India",1,9,9,177,308,1247,Datasets Expert
"Belo Horizonte, State of Minas Gerais, Brazil",2,1,12,92,1112,1263,Notebooks Expert
NA,13,23,9,13,1216,1232,Notebooks Expert
"Kolkata, West Bengal, India",2,1,8,142,734,1266,Notebooks Expert
"Hong Kong, Hong Kong",NA,NA,5,59,1196,1267,Notebooks Expert
"Mumbai, Maharashtra, India",1,4,12,221,410,1268,Notebooks Expert
"Chennai, Tamil Nadu, India",3,2,8,115,1216,1269,Notebooks Expert
NA,15,4,10,180,839,1255,Datasets Expert
"Kanpur, Uttar Pradesh, India",3,6,16,80,853,1270,Datasets Expert
"Ho Chi Minh City, Ho Chi Minh City, Vietnam",NA,8,12,59,850,1256,Datasets Expert
"Guangzhou, Guangdong Province, China",16,19,30,32,964,1223,Datasets Expert
"Karachi, Sindh, Pakistan",NA,NA,7,55,1069,1257,Notebooks Expert
"Princeton, New Jersey, United States",11,38,37,421,66,1258,Datasets Grandmaster
"New Delhi, Delhi, India",7,9,35,55,19,1272,Notebooks Expert
"Markham, Ontario, Canada",4,NA,5,123,921,1259,Notebooks Expert
"Acapulco, Guerrero, Mexico",11,1,14,448,1147,1275,Notebooks Expert
"Yaoundé, Centre, Cameroon",4,5,36,208,545,1276,Notebooks Expert
"Pune, Maharashtra, India",26,138,61,245,1035,1264,Competitions Expert
"Nagano, Nagano, Japan",7,2,6,124,1162,1249,Competitions Master
"Delhi, Delhi, India",3,5,49,51,557,1265,Notebooks Expert
"Katihar, Bihar, India",NA,16,22,85,1179,1280,Datasets Expert
"New Delhi, Delhi, India",4,NA,45,38,1203,1281,Notebooks Expert
"Shawnee, Kansas, United States",14,9,28,64,1248,1282,Competitions Expert
NA,13,2,21,17,1232,1240,Notebooks Expert
"Lyon, Auvergne-Rhône-Alpes, France",1,1,14,30,1099,1283,Notebooks Expert
"Baruipur, West Bengal, India",NA,2,8,45,1131,1284,Notebooks Expert
"Jaipur, Rajasthan, India",2,3,10,65,1114,1115,Notebooks Expert
NA,10,7,22,102,613,1273,Notebooks Expert
"Melbourne, Victoria, Australia",55,62,35,170,497,1286,Competitions Master
"Gurugram, Haryana, India",NA,5,10,353,271,1274,Datasets Master
"Islamabad, Islamabad Capital Territory, Pakistan",23,200,28,184,364,1287,Notebooks Expert
"Jeddah, Makkah Province, Saudi Arabia",NA,NA,16,75,1157,1277,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,4,7,32,462,1288,Datasets Expert
"Kawasaki, Kanagawa, Japan",9,8,17,125,846,1278,Datasets Expert
"Seoul, Seoul, South Korea",6,3,15,97,872,1279,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",6,NA,14,109,535,1290,Notebooks Expert
"Tokyo, Tokyo, Japan",8,NA,10,98,452,1291,Notebooks Expert
"Ludhiana, Punjab, India",NA,6,5,254,1077,1252,Datasets Expert
"Mashhad, Razavi Khorasan Province, Iran",NA,3,7,126,649,1292,Datasets Expert
NA,2,2,11,141,1192,1293,Notebooks Expert
NA,25,3,16,117,1126,1239,Notebooks Expert
NA,NA,7,5,179,888,889,Datasets Expert
"Nashik, Maharashtra, India",1,1,10,17,1020,1296,Notebooks Expert
NA,9,8,8,61,624,1300,Notebooks Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",9,5,14,119,1007,1303,Competitions Expert
"Bengaluru, Karnataka, India",9,NA,13,160,1199,1304,Notebooks Expert
"Kolkata, West Bengal, India",1,2,8,205,168,1305,Notebooks Expert
"Seoul, Seoul, South Korea",NA,NA,13,120,1192,1196,Notebooks Expert
"Jaipur, Rajasthan, India",7,24,26,242,458,1307,Competitions Expert
,NA,NA,6,42,868,1295,Notebooks Expert
"Hyderabad, Telangana, India",3,7,50,"1,200",1203,1297,Datasets Expert
"Tel Aviv-Yafo, Tel Aviv District, Israel",15,9,35,179,9,1299,Competitions Master
NA,48,2,41,548,264,1312,Competitions Master
"York, England, United Kingdom",3,12,59,85,11,1314,Datasets Expert
"Bengaluru, Karnataka, India",22,NA,77,69,1158,1317,Competitions Expert
"Hyderabad, Telangana, India",23,10,24,924,101,1301,Discussion Grandmaster
"Chennai, Tamil Nadu, India",19,2,22,107,1008,1320,Notebooks Expert
"Minsk, Minsk Region, Belarus",7,14,25,47,465,1322,Competitions Expert
"Gurugram, Haryana, India",4,1,11,124,765,1323,Notebooks Expert
"Beijing, Beijing, China",21,20,33,105,785,1324,Notebooks Expert
"Waterloo, Ontario, Canada",6,3,5,128,196,1306,Competitions Expert
"Hyderabad, Telangana, India",3,4,24,23,1276,1325,Notebooks Expert
"New Delhi, Delhi, India",35,12,18,161,313,1327,Competitions Expert
NA,NA,2,60,25,852,1289,Notebooks Expert
"San Diego, California, United States",5,24,42,60,1181,1308,Notebooks Expert
"Kolkata, West Bengal, India",38,72,47,7,899,1309,Competitions Master
"Mumbai, Maharashtra, India",NA,1,11,22,1286,1310,Notebooks Expert
NA,NA,3,15,136,537,1311,Notebooks Expert
"Chennai, Tamil Nadu, India",5,1,25,142,320,1313,Notebooks Expert
NA,18,NA,5,68,1281,1315,Notebooks Expert
"Port Louis, Port Louis District, Mauritius",7,NA,7,42,809,1336,Competitions Expert
"Beijing, Beijing, China",58,30,35,92,901,1316,Competitions Grandmaster
"Boston, Massachusetts, United States",9,NA,15,200,544,1337,Competitions Master
"Chennai, Tamil Nadu, India",23,1,115,866,70,1318,Notebooks Expert
"Hanoi, Hanoi, Vietnam",81,5,17,137,52,1338,Competitions Grandmaster
