Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Ulsan, Ulsan, South Korea",2,NA,10,22,1591,1728,Notebooks Expert
"Mexico City, Mexico City, Mexico",7,1,16,42,1418,1695,Notebooks Expert
"Los Angeles, California, United States",43,8,17,735,452,1696,Discussion Grandmaster
"Budapest, Hungary",9,1,5,68,211,1698,Competitions Expert
"Hyderabad, Telangana, India",3,NA,28,169,387,1730,Notebooks Expert
"Boston, Massachusetts, United States",12,5,240,"1,132",4,1699,Notebooks Master
"Sydney, New South Wales, Australia",11,2,18,309,32,1700,Notebooks Master
"Barishal, Barisal Division, Bangladesh",5,8,34,174,90,1701,Notebooks Expert
"Saint Petersburg, Russia",6,NA,5,4,1622,1704,Notebooks Expert
"Palaiseau, Île-de-France, France",6,2,9,22,1238,1736,Notebooks Expert
"Minneapolis, Minnesota, United States",9,3,19,218,143,1737,Competitions Expert
"Paris, Île-de-France, France",6,6,11,47,1652,1707,Notebooks Expert
"Jaipur, Rajasthan, India",3,3,15,171,1241,1738,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",6,1,33,30,1104,1711,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",2,7,5,253,1596,1601,Datasets Expert
"Bengaluru, Karnataka, India",21,23,21,45,746,1745,Notebooks Expert
"Rourkela, Odisha, India",NA,1,7,69,580,1713,Notebooks Expert
"Seoul, Seoul, South Korea",3,NA,8,1,1126,1714,Notebooks Expert
"Amsterdam, North Holland, Netherlands",NA,3,12,86,729,1715,Datasets Expert
"Pune, Maharashtra, India",1,4,8,59,1610,1716,Datasets Expert
"Porbandar, Gujarat, India",2,1,7,139,1475,1717,Notebooks Expert
"Kozhikode, Kerala, India",1,NA,8,58,760,1718,Notebooks Expert
NA,4,NA,15,16,1541,1748,Notebooks Expert
NA,16,NA,11,161,927,1719,Notebooks Expert
"Kayseri, Kayseri, Turkey",NA,NA,6,159,732,1720,Notebooks Expert
"Prayagraj, Uttar Pradesh, India",4,9,18,493,1668,1721,Datasets Expert
"Vienna, Vienna, Austria",NA,1,14,57,1536,1723,Notebooks Expert
"Hyderabad, Telangana, India",7,3,13,6,1591,1724,Notebooks Expert
"Howrah, West Bengal, India",NA,1,38,23,1062,1725,Notebooks Expert
NA,NA,NA,7,42,762,1752,Notebooks Expert
"Cascavel, State of Paraná, Brazil",NA,NA,15,17,1660,1753,Notebooks Expert
"Chandigarh, Punjab, India",1,2,12,86,1600,1754,Notebooks Expert
"Hyderabad, Telangana, India",3,NA,6,3,1546,1726,Notebooks Expert
,4,1,5,75,1151,1727,Notebooks Expert
"Amsterdam, North Holland, Netherlands",2,NA,8,40,283,1731,Notebooks Expert
"Chennai, Tamil Nadu, India",2,3,17,115,484,1761,Datasets Expert
"Islamabad, Islamabad Capital Territory, Pakistan",6,3,6,190,1385,1733,Datasets Expert
"London, England, United Kingdom",4,3,15,84,351,1734,Notebooks Expert
"Yokohama, Kanagawa, Japan",18,65,20,124,262,1702,Competitions Grandmaster
"Chelyabinsk, Chelyabinsk Oblast, Russia",23,3,26,7,1543,1673,Notebooks Expert
"Manaus, State of Amazonas, Brazil",3,2,17,8,982,1735,Notebooks Expert
"Bengaluru, Karnataka, India",5,16,27,220,437,1675,Notebooks Expert
"New Delhi, Delhi, India",5,NA,18,213,397,1705,Notebooks Expert
"Pune, Maharashtra, India",1,NA,9,21,1013,1740,Notebooks Expert
"Burdur, Burdur, Turkey",13,1,6,73,1346,1741,Notebooks Expert
"Islamabad, Islamabad Capital Territory, Pakistan",3,3,16,9,1071,1768,Notebooks Expert
"İstanbul, İstanbul, Turkey",1,NA,14,1,1684,1742,Notebooks Expert
"Theni Allinagaram, Tamil Nadu, India",10,1,16,20,1434,1743,Notebooks Expert
"Aurangabad, Maharashtra, India",1,5,18,60,637,1770,Notebooks Expert
"Navi Mumbai, Maharashtra, India",6,10,81,195,295,1773,Datasets Expert
"Jaipur, Rajasthan, India",NA,3,10,43,445,1744,Datasets Expert
"Seoul, Seoul, South Korea",2,NA,6,44,1588,1777,Notebooks Expert
"Rabat, Rabat-Salé-Kénitra, Morocco",4,3,9,38,1007,1747,Notebooks Expert
"Rajahmundry, Andhra Pradesh, India",NA,NA,6,201,604,1778,Notebooks Expert
"Bilaspur, Chhattisgarh, India",6,3,17,46,799,1749,Notebooks Expert
NA,3,4,16,14,1635,1750,Notebooks Expert
"Raipur, Chhattisgarh, India",NA,7,7,45,1625,1781,Datasets Expert
"Silchar, Assam, India",1,NA,7,19,1738,1755,Notebooks Expert
NA,4,NA,8,38,1291,1784,Notebooks Expert
NA,3,NA,8,18,1164,1756,Notebooks Expert
"Hoshiarpur, Punjab, India",2,8,8,34,1626,1729,Notebooks Expert
"London, England, United Kingdom",2,NA,9,10,357,1760,Notebooks Expert
NA,5,4,10,46,36,1732,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",12,12,29,80,306,1788,Datasets Expert
"Melbourne, Victoria, Australia",NA,3,29,45,293,1763,Datasets Expert
"Dhaka, Dhaka Division, Bangladesh",23,3,29,194,385,1765,Notebooks Expert
"Alexandria, Virginia, United States",9,15,18,182,502,1791,Datasets Master
"Cairo, Cairo Governorate, Egypt",1,6,20,75,1346,1648,Notebooks Expert
"Mangalore, Karnataka, India",3,4,8,102,431,1767,Datasets Expert
"Bengaluru, Karnataka, India",NA,4,10,146,1447,1769,Datasets Expert
"Bengaluru, Karnataka, India",NA,7,7,102,707,1771,Datasets Master
"Bengaluru, Karnataka, India",NA,22,18,174,1227,1772,Datasets Expert
"Bengaluru, Karnataka, India",NA,8,12,10,847,1774,Datasets Expert
"Innsbruck, Tyrol, Austria",7,17,10,119,640,1775,Competitions Expert
"Budapest, Hungary",NA,6,5,246,336,1776,Datasets Master
"Tokyo, Tokyo, Japan",13,1,6,4,1144,1806,Competitions Expert
NA,15,NA,14,119,1502,1808,Notebooks Expert
NA,NA,NA,10,6,NA,1615,Notebooks Expert
"Howrah, West Bengal, India",6,8,14,55,1620,1751,Datasets Expert
"El-Mahalla El-Kubra, Gharbia Governorate, Egypt",2,NA,6,17,1584,1588,Notebooks Expert
"Jodhpur, Rajasthan, India",1,NA,9,20,1757,1814,Notebooks Expert
"Tanuku, Andhra Pradesh, India",4,14,17,1,1404,1783,Datasets Expert
"Kanpur, Uttar Pradesh, India",NA,NA,5,127,1686,1785,Notebooks Expert
"Bengaluru, Karnataka, India",2,4,13,10,1739,1758,Notebooks Expert
NA,7,NA,7,162,341,1821,Competitions Master
"Chennai, Tamil Nadu, India",18,6,11,77,752,1822,Competitions Expert
"Kraków, Lesser Poland Voivodeship, Poland",15,4,15,160,95,1786,Competitions Expert
"Philadelphia, Pennsylvania, United States",6,1,12,184,1372,1787,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",12,27,14,101,644,1789,Competitions Expert
"San Jose, California, United States",14,6,19,52,620,1762,Competitions Expert
"Courbevoie, Île-de-France, France",5,1,16,103,512,1790,Notebooks Expert
"Ambala, Haryana, India",11,1,14,199,1628,1764,Notebooks Expert
"Vadodara, Gujarat, India",4,NA,9,47,347,1831,Notebooks Expert
"Toyota, Aichi, Japan",13,NA,11,60,1197,1792,Competitions Expert
"Ghaziabad, Uttar Pradesh, India",16,18,18,243,403,1793,Datasets Master
"Poznań, Greater Poland Voivodeship, Poland",1,5,53,47,568,1795,Notebooks Expert
"Bengaluru, Karnataka, India",10,13,18,78,596,1766,Datasets Expert
"Karnal, Haryana, India",NA,7,28,156,242,1796,Datasets Expert
"Delhi, Delhi, India",NA,2,5,38,1772,1797,Notebooks Expert
"Hyderabad, Sindh, Pakistan",1,1,8,43,1655,1798,Notebooks Expert
Katra,2,7,10,74,1013,1799,Datasets Expert
"Tunis, Tunis, Tunisia",1,10,25,55,827,1839,Notebooks Expert
"Mumbai, Maharashtra, India",4,5,14,190,1713,1800,Datasets Expert
"Yekaterinburg, Sverdlovsk Oblast, Russia",7,25,7,33,785,1801,Notebooks Expert
"Moscow, Russia",22,1,9,8,665,1841,Notebooks Expert
"Alexandria, Alexandria Governorate, Egypt",NA,4,12,9,1781,1842,Datasets Expert
"Pithoragarh, Uttarakhand, India",3,2,15,21,1644,1802,Notebooks Expert
,19,NA,6,22,906,1803,Competitions Expert
NA,7,1,32,18,776,1804,Notebooks Expert
"Hong Kong, Hong Kong",10,NA,7,124,795,1805,Notebooks Expert
"Dubai, Dubai, United Arab Emirates",12,3,47,62,1555,1807,Notebooks Expert
"Hiroshima, Hiroshima, Japan",14,NA,9,8,1705,1846,Notebooks Expert
"Warsaw, Masovian Voivodeship, Poland",NA,2,7,32,1299,1847,Notebooks Expert
"Coimbatore, Tamil Nadu, India",2,NA,10,8,1789,1809,Notebooks Expert
"Pune, Maharashtra, India",NA,NA,11,48,1379,1812,Notebooks Expert
NA,8,4,13,209,1230,1813,Datasets Expert
NA,NA,NA,9,15,1711,1816,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,NA,10,20,1598,1853,Notebooks Expert
NA,1,3,11,24,1753,1817,Notebooks Expert
"Craiova, Dolj County, Romania",NA,1,13,12,1580,1818,Notebooks Expert
"Bengaluru, Karnataka, India",17,3,40,127,210,1820,Notebooks Expert
"Phoenix, Arizona, United States",16,NA,16,42,13,1823,Competitions Expert
"Venice, Veneto, Italy",4,1,7,50,1696,1824,Notebooks Expert
"Chennai, Tamil Nadu, India",13,10,37,336,293,1825,Datasets Expert
"Chennai, Tamil Nadu, India",18,2,18,174,337,1826,Notebooks Expert
"Sheffield, England, United Kingdom",10,NA,6,31,1266,1827,Notebooks Expert
"Chandigarh, Punjab, India",18,5,19,249,249,1828,Notebooks Expert
"Ghent, Flanders, Belgium",3,3,7,130,302,1863,Notebooks Expert
"London, England, United Kingdom",3,9,11,22,343,1830,Notebooks Expert
NA,3,NA,27,16,1237,1867,Notebooks Expert
"Ottawa, Ontario, Canada",6,1,15,128,1275,1833,Notebooks Expert
"Hangzhou, Zhejiang, China",15,6,7,85,271,1834,Competitions Master
"Delhi, Delhi, India",2,1,10,145,806,1794,Notebooks Expert
"İstanbul, İstanbul, Turkey",12,NA,7,66,1250,1835,Notebooks Expert
"Pune, Maharashtra, India",1,8,20,145,406,1836,Datasets Expert
"Chennai, Tamil Nadu, India",5,3,20,141,549,1871,Datasets Expert
NA,NA,2,39,13,1361,1837,Notebooks Expert
"Calgary, Alberta, Canada",12,8,10,284,360,1838,Competitions Expert
"Delhi, Delhi, India",7,2,23,35,851,1840,Notebooks Expert
"Seoul, Seoul, South Korea",6,1,12,62,684,1872,Notebooks Expert
"Thiruvananthapuram, Kerala, India",NA,NA,12,137,701,1843,Notebooks Expert
"Hyderabad, Telangana, India",4,1,24,71,1381,1844,Notebooks Expert
"Vadodara, Gujarat, India",14,7,21,372,1575,1845,Datasets Expert
"Solapur, Maharashtra, India",1,3,5,83,1163,1876,Datasets Expert
"6th of October City, Giza Governorate, Egypt",1,6,27,80,1510,1848,Notebooks Expert
"İstanbul, İstanbul, Turkey",3,21,26,16,1714,1810,Datasets Expert
"Cairo, Cairo Governorate, Egypt",1,8,16,9,1529,1849,Notebooks Expert
"Raipur, Chhattisgarh, India",NA,3,5,21,1664,1850,Datasets Expert
NA,1,3,11,37,1693,1815,Notebooks Expert
"Halifax, Nova Scotia, Canada",1,17,20,23,1302,1851,Datasets Expert
"Tehran, Tehran Province, Iran",1,NA,13,50,1548,1880,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",NA,1,7,14,1765,1852,Notebooks Expert
"London, England, United Kingdom",12,18,13,33,322,1855,Competitions Expert
"Philadelphia, Pennsylvania, United States",20,NA,40,163,8,1856,Notebooks Master
"Hong Kong, Hong Kong",32,3,13,347,145,1857,Competitions Master
"Berlin, Berlin, Germany",39,1,30,431,9,1883,Notebooks Master
"Harelbeke, Flanders, Belgium",325,26,253,272,111,1884,Notebooks Expert
"Ho Chi Minh City, Ho Chi Minh City, Vietnam",78,3,6,106,98,1859,Competitions Grandmaster
NA,7,NA,12,3,1746,1860,Notebooks Expert
"Istanbul, Istanbul, Turkey",10,1,11,70,1359,1861,Competitions Expert
"Mangalore, Karnataka, India",1,2,7,134,499,1888,Notebooks Expert
"Casablanca, Casablanca-Settat, Morocco",NA,NA,9,44,NA,1447,Notebooks Expert
"São Paulo, State of São Paulo, Brazil",8,4,19,111,70,1862,Notebooks Expert
"Amsterdam, North Holland, Netherlands",9,NA,11,37,1584,1829,Notebooks Expert
"Cork, County Cork, Ireland",29,3,11,231,1734,1864,Notebooks Expert
"San Francisco, California, United States",1,NA,6,20,1472,1865,Notebooks Expert
"Pune, Maharashtra, India",2,NA,6,43,1268,1890,Notebooks Expert
"Busan, Busan, South Korea",1,NA,11,3,907,1832,Notebooks Expert
"Toronto, Ontario, Canada",4,3,10,42,834,1866,Notebooks Expert
"Pune, Maharashtra, India",3,1,10,16,1075,1892,Notebooks Expert
"Taipei, Taiwan",5,NA,15,35,624,1894,Notebooks Expert
"Tokyo, Tokyo, Japan",3,4,30,41,474,1897,Datasets Expert
"Hyderabad, Telangana, India",5,NA,7,26,1183,1868,Notebooks Expert
"Hyderabad, Telangana, India",10,1,10,117,1533,1899,Notebooks Expert
"Bratislava, Bratislava Region, Slovakia",NA,1,11,240,490,1900,Notebooks Expert
"Tehran, Tehran Province, Iran",NA,34,51,76,1325,1870,Notebooks Expert
"Kawasaki, Kanagawa, Japan",9,1,9,80,1297,1905,Notebooks Expert
"São Paulo, State of São Paulo, Brazil",2,1,16,64,1311,1907,Notebooks Expert
NA,3,NA,7,9,1208,1908,Notebooks Expert
