Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Mogalturu, Andhra Pradesh, India",2,3,7,181,490,2863,Datasets Expert
"Kharagpur, West Bengal, India",NA,14,19,5,2006,2864,Datasets Expert
"Chennai, Tamil Nadu, India",NA,5,10,50,1181,2865,Datasets Expert
NA,NA,NA,9,48,804,2866,Notebooks Expert
"Chennai, Tamil Nadu, India",NA,5,5,277,456,2867,Datasets Master
"Pune, Maharashtra, India",1,6,24,16,2419,2924,Notebooks Expert
"New Delhi, Delhi, India",NA,1,8,17,2060,2868,Notebooks Expert
"Mumbai, Maharashtra, India",4,4,12,73,1306,2870,Notebooks Expert
"Dubai, Dubai, United Arab Emirates",NA,NA,6,58,1493,2927,Notebooks Expert
"Nairobi, Nairobi County, Kenya",NA,NA,5,17,2223,2874,Notebooks Expert
"Hong Kong, Hong Kong",4,NA,19,14,2649,2875,Notebooks Expert
"Hong Kong, Hong Kong",4,NA,19,14,2649,2875,Notebooks Expert
NA,NA,NA,8,6,1480,2876,Notebooks Expert
NA,NA,NA,9,38,1156,2877,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",6,NA,6,9,1619,2878,Notebooks Expert
,NA,2,8,3,2286,2880,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",3,2,5,1,2762,2881,Notebooks Expert
"Pune, Maharashtra, India",1,4,6,32,2577,2883,Notebooks Expert
NA,10,NA,8,4,2681,2884,Notebooks Expert
NA,3,1,10,5,2264,2885,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",NA,4,5,18,2666,2795,Notebooks Expert
"Bengaluru, Karnataka, India",8,3,32,49,441,2940,Notebooks Expert
"Bengaluru, Karnataka, India",46,1,13,191,2563,2887,Competitions Master
"Tel Aviv-Yafo, Tel Aviv District, Israel",7,7,43,51,11,2941,Datasets Expert
"Bengaluru, Karnataka, India",1,1,8,111,115,2888,Notebooks Expert
United States,13,2,9,28,1727,2890,Notebooks Expert
"Topeka, Kansas, United States",67,2,9,597,2115,2891,Competitions Expert
"Baghdad, Baghdad Governorate, Iraq",31,2,15,35,2719,2893,Notebooks Expert
"Milan, Lombardy, Italy",2,1,12,320,356,2895,Notebooks Expert
"Gurugram, Haryana, India",14,7,26,110,403,2897,Notebooks Expert
"Greater Noida, Uttar Pradesh, India",5,9,19,127,526,2898,Datasets Expert
"Kaiserslautern, Rhineland-Palatinate, Germany",6,19,11,132,141,2899,Competitions Expert
"Dhaka, Dhaka Division, Bangladesh",2,6,46,114,484,2900,Datasets Expert
"London, England, United Kingdom",5,NA,19,53,473,2901,Notebooks Expert
NA,14,1,6,17,1311,2902,Notebooks Expert
"Hong Kong, Hong Kong",1,10,14,200,939,2954,Datasets Expert
"Taipei, Taiwan",24,6,29,9,990,2957,Datasets Expert
"Pune, Maharashtra, India",42,2,14,142,160,2905,Competitions Expert
"Bengaluru, Karnataka, India",6,9,37,36,982,2960,Notebooks Expert
NA,22,NA,7,1,1763,2906,Competitions Expert
"Ankara, Ankara, Turkey",1,NA,10,22,1007,2907,Notebooks Expert
"Prayagraj, Uttar Pradesh, India",2,NA,12,277,1109,2962,Notebooks Expert
"Leicester, England, United Kingdom",3,7,10,51,401,2908,Notebooks Expert
"Mysuru, Karnataka, India",1,NA,7,84,931,2911,Notebooks Expert
"Stockholm, Stockholm County, Sweden",3,NA,7,169,941,2912,Notebooks Expert
"Mexico City, Mexico City, Mexico",5,2,8,12,758,2913,Notebooks Expert
"Belgaum, Karnataka, India",NA,1,13,37,626,2914,Notebooks Expert
"Chennai, Tamil Nadu, India",1,1,6,135,337,2966,Notebooks Expert
"Visakhapatnam, Andhra Pradesh, India",NA,NA,8,74,1029,2915,Notebooks Expert
"Mumbai, Maharashtra, India",NA,NA,5,91,718,2916,Notebooks Expert
"Bengaluru, Karnataka, India",1,NA,25,42,855,2917,Notebooks Expert
"Surat, Gujarat, India",4,NA,10,12,1075,2918,Notebooks Expert
"Pune, Maharashtra, India",6,NA,17,29,1993,2919,Notebooks Expert
"İstanbul, İstanbul, Turkey",4,NA,13,34,1342,2920,Notebooks Expert
"Noida, Uttar Pradesh, India",1,2,5,50,1853,2921,Notebooks Expert
"Santa Úrsula, Canary Islands, Spain",NA,4,9,5,1713,2922,Notebooks Expert
"Kolkata, West Bengal, India",NA,NA,6,29,2053,2923,Notebooks Expert
NA,NA,1,6,5,2448,2974,Notebooks Expert
"Vemulawada, Telangana, India",12,3,14,90,1346,2925,Datasets Expert
"Orlando, Florida, United States",NA,7,10,9,1665,2926,Datasets Expert
"Delhi, Delhi, India",NA,11,10,18,1136,2928,Notebooks Expert
"Newark, New Jersey, United States",2,NA,5,1,2531,2929,Notebooks Expert
"São Paulo, State of São Paulo, Brazil",NA,NA,11,NA,1214,2930,Notebooks Expert
"Ahmedabad, Gujarat, India",10,NA,6,7,1911,2931,Notebooks Expert
NA,2,5,11,164,1581,2932,Datasets Expert
NA,NA,NA,5,1,1538,2933,Notebooks Expert
NA,NA,2,4,1,2420,2934,Notebooks Expert
NA,9,NA,10,11,2257,2935,Notebooks Expert
"Karachi, Sindh, Pakistan",1,3,8,102,1473,2978,Notebooks Expert
"Pune, Maharashtra, India",1,NA,5,NA,1822,2936,Notebooks Expert
"Mangalore, Karnataka, India",1,NA,5,14,1697,2937,Notebooks Expert
"Tel Aviv-Yafo, Tel Aviv District, Israel",12,NA,14,45,887,2938,Notebooks Expert
"Chennai, Tamil Nadu, India",1,3,9,175,750,2939,Datasets Expert
"Tel Aviv-Yafo, Tel Aviv District, Israel",17,6,29,287,60,2942,Competitions Master
"Guelph, Ontario, Canada",7,7,25,36,110,2943,Datasets Expert
"Pune, Maharashtra, India",NA,2,16,214,553,2944,Notebooks Expert
"Goiânia, State of Goiás, Brazil",9,5,21,20,633,2945,Datasets Expert
"Dhaka, Dhaka Division, Bangladesh",11,NA,9,42,NA,2750,Notebooks Expert
"Chicago, Illinois, United States",8,2,13,124,643,2987,Notebooks Expert
"Coimbatore, Tamil Nadu, India",NA,2,10,126,413,2946,Notebooks Expert
"Navi Mumbai, Maharashtra, India",1,3,9,72,719,2947,Datasets Expert
"Ankara, Ankara, Turkey",1,4,25,17,2755,2948,Notebooks Expert
"Kingston upon Hull, England, United Kingdom",23,3,10,90,1750,2949,Competitions Expert
"Tyler, Texas, United States",11,15,27,177,498,2950,Notebooks Expert
"Paris, Île-de-France, France",6,1,8,70,236,2951,Notebooks Expert
"Bengaluru, Karnataka, India",26,160,17,"2,159",1876,2952,Competitions Master
"Kolkata, West Bengal, India",1,6,19,22,1561,2988,Notebooks Expert
"New Delhi, Delhi, India",NA,10,16,287,674,2953,Datasets Expert
"Tokyo, Tokyo, Japan",7,3,11,19,391,2955,Competitions Expert
"Bengaluru, Karnataka, India",NA,16,13,4,1950,2956,Notebooks Expert
"Maringá, State of Paraná, Brazil",4,NA,10,15,707,2994,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",2,3,17,48,832,2958,Notebooks Expert
"Vancouver, British Columbia, Canada",3,3,9,273,1769,2959,Notebooks Expert
"Edinburgh, Scotland, United Kingdom",1,NA,6,33,685,2961,Notebooks Expert
"Pontianak, West Kalimantan, Indonesia",3,NA,14,6,2250,3000,Notebooks Expert
"Sydney, New South Wales, Australia",5,3,11,29,501,2963,Notebooks Expert
"Siliguri, West Bengal, India",1,NA,8,18,446,2964,Notebooks Expert
"Tokyo, Tokyo, Japan",9,11,5,29,927,2965,Competitions Master
"Kolkata, West Bengal, India",3,1,20,158,549,2967,Notebooks Expert
"Lahore, Punjab, Pakistan",2,NA,10,34,806,2968,Notebooks Expert
"Berlin, Berlin, Germany",9,1,12,143,2574,3007,Notebooks Expert
"Gurugram, Haryana, India",NA,NA,20,64,1490,3008,Notebooks Expert
"Chennai, Tamil Nadu, India",2,1,6,21,245,2969,Notebooks Expert
"Gurugram, Haryana, India",3,5,11,51,1957,2970,Notebooks Expert
"Lucknow, Uttar Pradesh, India",NA,5,6,294,675,2971,Datasets Expert
"Durg, Chhattisgarh, India",1,2,7,65,1133,3009,Notebooks Expert
"Gwalior, Madhya Pradesh, India",1,NA,19,59,924,3010,Notebooks Expert
"Tokyo, Tokyo, Japan",21,14,9,43,2183,2972,Competitions Expert
"Bursa, Bursa, Turkey",3,4,6,59,824,2973,Datasets Expert
"Bhubaneswar, Odisha, India",12,5,6,5,1812,3018,Notebooks Expert
"Chandigarh, Punjab, India",1,1,5,189,824,2975,Notebooks Expert
"Nagpur, Maharashtra, India",NA,8,13,69,917,3019,Datasets Expert
"Raipur, Chhattisgarh, India",4,3,6,1,2410,2976,Notebooks Expert
"Vellore, Tamil Nadu, India",NA,3,6,1,2449,3023,Datasets Expert
"Aurangabad, Bihar, India",1,3,5,13,2346,3024,Notebooks Expert
"West Vancouver, British Columbia, Canada",4,NA,5,19,1667,2977,Notebooks Expert
"Tehran, Tehran Province, Iran",NA,NA,6,103,1331,2979,Notebooks Expert
"Karachi, Sindh, Pakistan",NA,1,7,2,2092,3027,Notebooks Expert
NA,51,NA,5,7,2260,3028,Notebooks Expert
"Bengaluru, Karnataka, India",10,3,13,164,28,2981,Competitions Expert
"Austin, Texas, United States",31,1,8,12,2183,2982,Notebooks Expert
"Paris, Île-de-France, France",13,NA,27,59,28,3030,Competitions Expert
"Shanghai, Shanghai, China",33,10,11,182,345,2983,Competitions Master
"Ho Chi Minh City, Ho Chi Minh City, Vietnam",24,9,12,73,504,2984,Competitions Master
"Istanbul, İstanbul, Turkey",22,1,14,39,300,2985,Competitions Expert
"Sunnyvale, California, United States",7,2,16,39,131,3034,Notebooks Expert
"Shenzhen, Guangdong Province, China",106,37,38,300,646,2986,Competitions Master
"Gurugram, Haryana, India",7,2,15,126,116,3038,Notebooks Expert
"Bengaluru, Karnataka, India",1,4,8,113,558,2987,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",51,5,6,292,684,3042,Competitions Expert
"San Francisco, California, United States",2,1,9,19,1605,3045,Notebooks Expert
"Falna, Rajasthan, India",32,3,9,58,472,2990,Competitions Expert
"Gurugram, Haryana, India",13,3,14,62,865,2991,Notebooks Expert
"Bengaluru, Karnataka, India",8,5,33,15,1714,2992,Notebooks Expert
"Mumbai, Maharashtra, India",NA,1,5,105,971,2993,Notebooks Expert
"Zürich, Zurich, Switzerland",8,6,25,105,678,2994,Competitions Expert
"Antalya, Antalya, Turkey",NA,NA,11,1,2030,3050,Notebooks Expert
"Dallas, Texas, United States",4,NA,15,28,549,2996,Notebooks Expert
"Kolkata, West Bengal, India",1,NA,6,74,1202,2997,Notebooks Expert
"Bhubaneswar, Odisha, India",NA,2,10,37,503,2998,Notebooks Expert
"Bengaluru, Karnataka, India",1,8,95,56,1989,2999,Notebooks Expert
"Samana, Punjab, India",4,1,9,36,613,3000,Notebooks Expert
"Sakarya, Sakarya, Turkey",NA,NA,9,318,458,3002,Notebooks Expert
"New Delhi, Delhi, India",NA,1,6,124,977,3060,Notebooks Expert
"Vinnytsia, Vinnytsia Oblast, Ukraine",23,4,21,117,882,3061,Notebooks Expert
"Paris, Île-de-France, France",2,2,9,38,2058,3062,Notebooks Expert
"Delhi, Delhi, India",8,NA,14,57,2549,3003,Notebooks Expert
"Hyderabad, Telangana, India",2,25,18,191,636,3004,Datasets Expert
"Bandung, West Java, Indonesia",21,5,16,29,529,3005,Datasets Expert
"Kolkata, West Bengal, India",NA,12,18,77,967,3006,Datasets Expert
"São Paulo, State of São Paulo, Brazil",NA,6,45,27,929,3007,Notebooks Expert
"Seoul, Seoul, South Korea",NA,NA,5,48,931,3012,Notebooks Expert
"Jakarta, Jakarta, Indonesia",NA,4,17,14,913,3070,Notebooks Expert
"Pune, Maharashtra, India",3,5,18,65,1062,3013,Notebooks Expert
"Salem, Tamil Nadu, India",1,NA,12,84,1116,3014,Notebooks Expert
"Jaipur, Rajasthan, India",NA,NA,10,112,543,3072,Notebooks Expert
NA,NA,NA,8,71,456,3015,Notebooks Expert
"Tiruppur, Tamil Nadu, India",NA,7,8,118,1650,3016,Datasets Expert
"Bursa, Bursa, Turkey",2,NA,7,6,2517,3076,Notebooks Expert
"Thrissur, Kerala, India",NA,NA,5,54,1094,3017,Notebooks Expert
"Mavelikara, Kerala, India",NA,1,5,11,1044,3018,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,1,6,89,942,3021,Notebooks Expert
"İstanbul, İstanbul, Turkey",1,3,8,5,2208,3084,Notebooks Expert
"Gomel, Gomel Region, Belarus",NA,12,17,70,2888,3085,Datasets Expert
"Navi Mumbai, Maharashtra, India",7,1,9,1,1805,3023,Notebooks Expert
"Bolu, Bolu, Turkey",NA,NA,5,30,1403,3026,Notebooks Expert
NA,NA,NA,5,14,2275,3087,Notebooks Expert
"Bengaluru, Karnataka, India",10,1,13,28,949,3029,Notebooks Expert
"Bengaluru, Karnataka, India",33,NA,8,132,124,3031,Notebooks Expert
"Chengdu, Sichuan, China",40,7,25,213,1748,3032,Competitions Master
"London, England, United Kingdom",10,2,22,30,40,3033,Notebooks Expert
"Vaikom, Kerala, India",10,NA,7,22,1656,3089,Notebooks Expert
"Pune, Maharashtra, India",NA,NA,8,30,190,3091,Notebooks Expert
"Mombasa, Mombasa County, Kenya",1,NA,65,16,634,3035,Notebooks Expert
"Tokyo, Tokyo, Japan",19,10,5,25,145,3036,Competitions Expert
"Singapore, Singapore",NA,NA,7,182,308,3037,Notebooks Expert
"Gandhinagar, Gujarat, India",5,5,24,20,1216,3039,Datasets Expert
"Thane, Maharashtra, India",25,13,24,130,880,3040,Datasets Expert
"Bengaluru, Karnataka, India",1,9,17,83,126,3041,Notebooks Expert
"New Delhi, Delhi, India",4,1,15,10,585,3044,Notebooks Expert
"Hyderabad, Telangana, India",1,7,24,55,302,3046,Datasets Expert
"Kochi, Kerala, India",2,4,10,24,1285,3047,Notebooks Expert
"Araucania, Chile",14,1,16,82,767,3048,Notebooks Expert
"Barcelona, Catalonia, Spain",1,5,20,157,561,3049,Datasets Expert
"Busan, Busan, South Korea",11,NA,40,302,216,3051,Competitions Expert
"Pune, Maharashtra, India",1,3,11,344,797,3100,Datasets Expert
"Yokohama, Kanagawa, Japan",13,4,11,61,327,3052,Notebooks Expert
"Barcelona, Catalonia, Spain",3,1,7,23,1138,3053,Notebooks Expert
"Beijing, Beijing, China",6,8,9,60,373,3054,Notebooks Expert
"Bucharest, Bucharest, Romania",2,1,8,64,1293,3055,Notebooks Expert
"Mumbai, Maharashtra, India",5,NA,9,116,229,3056,Notebooks Expert
"Melbourne, Victoria, Australia",3,2,12,56,1532,3057,Notebooks Expert
"Pune, Maharashtra, India",2,2,10,134,925,3058,Notebooks Expert
"Naples, Campania, Italy",NA,2,7,27,1176,3059,Notebooks Expert
"Sofia, Sofia City Province, Bulgaria",NA,2,40,5,1499,3063,Notebooks Expert
"Toronto, Ontario, Canada",1,5,16,31,2559,3064,Notebooks Expert
NA,3,6,31,202,611,3065,Datasets Expert
"Taipei, Taiwan",NA,4,21,7,1647,3067,Notebooks Expert
"Patna, Bihar, India",6,10,11,18,1296,3068,Notebooks Expert
"Thane, Maharashtra, India",NA,1,10,42,1440,3069,Notebooks Expert
NA,2,2,6,7,1550,3123,Notebooks Expert
"Chiang Mai, Chiang Mai, Thailand",18,NA,6,20,1937,3071,Notebooks Expert
"Ottawa, Ontario, Canada",NA,2,28,38,1992,3073,Notebooks Expert
"Bhubaneswar, Odisha, India",NA,2,6,131,984,3074,Notebooks Expert
"Chennai, Tamil Nadu, India",1,3,6,19,2225,3075,Notebooks Expert
"Osmaniye, Osmaniye, Turkey",4,3,5,22,1446,3077,Datasets Expert
"Alexandria, Alexandria Governorate, Egypt",1,2,8,89,1463,3078,Notebooks Expert
"Balochistan, Pakistan",1,NA,10,72,868,3079,Notebooks Expert
"Gurugram, Haryana, India",1,NA,6,18,1188,3080,Notebooks Expert
,NA,4,8,16,2848,3081,Notebooks Expert
"Karachi, Sindh, Pakistan",NA,12,5,74,1031,3082,Datasets Expert
"Bhubaneswar, Odisha, India",7,16,17,27,1766,3083,Notebooks Expert
"Tiruppur, Tamil Nadu, India",11,6,13,24,1423,3022,Notebooks Expert
"Tel Aviv District, Israel",NA,2,6,10,1725,3086,Notebooks Expert
"Jashore, Khulna Division, Bangladesh",NA,NA,8,13,1693,3139,Notebooks Expert
"Pune, Maharashtra, India",1,NA,5,NA,1626,3140,Notebooks Expert
"Yokohama, Kanagawa, Japan",7,NA,7,40,2202,2203,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,5,27,1771,3141,Notebooks Expert
"Ulm, Baden-Württemberg, Germany",30,NA,10,142,69,3145,Competitions Master
"Amsterdam, North Holland, Netherlands",19,NA,16,211,151,3146,Competitions Expert
NA,18,NA,24,65,26,3147,Notebooks Expert
"La Palud-sur-Verdon, Provence-Alpes-Côte d'Azur, France",5,9,13,42,1634,3088,Notebooks Expert
"Sorocaba, State of São Paulo, Brazil",6,NA,8,86,953,3090,Notebooks Expert
"Toronto, Ontario, Canada",5,3,13,92,54,3092,Notebooks Expert
"London, England, United Kingdom",41,NA,22,315,275,3155,Competitions Expert
"Paris, Île-de-France, France",25,9,5,92,953,3093,Competitions Expert
"Kyiv, Ukraine",25,NA,6,8,543,3094,Competitions Expert
"Barcelona, Catalonia, Spain",NA,1,9,93,483,3043,Notebooks Expert
"Turin, Piedmont, Italy",5,NA,11,30,499,3095,Notebooks Expert
"Bengaluru, Karnataka, India",1,NA,8,8,1446,3157,Notebooks Expert
"Kyiv, Ukraine",9,1,6,103,793,3096,Notebooks Expert
"Bengaluru, Karnataka, India",28,4,13,192,1096,3097,Competitions Expert
"Duhok, Kurdistan Region, Iraq",5,NA,8,217,332,3098,Notebooks Expert
"Coimbatore, Tamil Nadu, India",10,2,6,23,807,3163,Notebooks Expert
"Bengaluru, Karnataka, India",7,32,30,222,448,3099,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,6,28,367,3102,Notebooks Expert
"London, England, United Kingdom",1,NA,5,1,2770,3103,Notebooks Expert
"Kharagpur, West Bengal, India",4,NA,13,1,2425,3104,Notebooks Expert
"Pune, Maharashtra, India",11,3,7,17,1536,3105,Datasets Expert
"Navi Mumbai, Maharashtra, India",4,7,22,400,982,3106,Datasets Expert
"Bengaluru, Karnataka, India",2,1,6,63,1909,3107,Notebooks Expert
"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1,6,9,48,353,3108,Datasets Expert
"Tehran, Tehran Province, Iran",NA,3,7,284,363,3109,Datasets Expert
"Blacksburg, Virginia, United States",7,NA,14,16,1054,3110,Notebooks Expert
"Tarlac City, Central Luzon, Philippines",NA,3,18,105,711,3111,Notebooks Expert
"Yaounde, Centre, Cameroon",NA,2,13,291,617,3112,Notebooks Expert
"Jakarta, Jakarta, Indonesia",7,1,9,18,1008,3113,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",1,2,10,15,872,3114,Notebooks Expert
"Kanpur, Uttar Pradesh, India",NA,NA,13,42,493,3115,Notebooks Expert
"Dublin, County Dublin, Ireland",10,4,22,192,616,3116,Datasets Expert
"Yokohama, Kanagawa, Japan",16,NA,5,2,569,3117,Notebooks Expert
"Guelmim, Guelmim-Oued Noun, Morocco",NA,NA,5,103,342,3118,Notebooks Expert
"Surat, Gujarat, India",1,3,6,114,454,3119,Datasets Expert
"Pune, Maharashtra, India",5,NA,9,48,1337,3179,Notebooks Expert
"Wrocław, Lower Silesian Voivodeship, Poland",23,NA,5,105,2996,3120,Competitions Expert
"Faridabad, Haryana, India",NA,2,21,50,876,3121,Notebooks Expert
"Mumbai, Maharashtra, India",NA,7,5,40,1036,3122,Datasets Expert
"Pune, Maharashtra, India",2,3,7,65,1124,3124,Notebooks Expert
"Varanasi, Uttar Pradesh, India",1,NA,5,105,1878,3125,Notebooks Expert
"Hyderabad, Telangana, India",NA,1,9,42,961,3185,Notebooks Expert
"Varanasi, Uttar Pradesh, India",2,1,8,231,876,3126,Notebooks Expert
"Mumbai, Maharashtra, India",1,4,5,4,1219,3127,Datasets Expert
"Bat Hefer, Israel",5,1,12,34,1422,3128,Notebooks Expert
"Tokyo, Tokyo, Japan",13,6,14,23,1550,3187,Notebooks Expert
"Kumagaya, Saitama, Japan",8,NA,7,24,1085,3129,Notebooks Expert
"Coimbatore, Tamil Nadu, India",5,2,9,71,1452,3130,Notebooks Expert
"Kolkata, West Bengal, India",NA,NA,11,62,1619,3131,Notebooks Expert
"Hyderabad, Telangana, India",3,2,10,69,1456,3132,Notebooks Expert
"Ajmer, Rajasthan, India",2,NA,7,108,1070,3133,Notebooks Expert
"Thiruvananthapuram, Kerala, India",NA,NA,5,9,1103,3134,Notebooks Expert
"Seoul, Seoul, South Korea",28,NA,14,117,2112,3135,Notebooks Expert
"Newark, New Jersey, United States",2,3,5,7,2847,3191,Datasets Expert
"Minsk, Minsk Region, Belarus",11,NA,10,1,2616,3192,Notebooks Expert
"Minneapolis, Minnesota, United States",2,1,6,4,2755,3136,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",7,NA,9,3,1802,3137,Notebooks Expert
NA,NA,NA,5,13,1958,3194,Notebooks Expert
NA,NA,NA,5,23,1753,3138,Notebooks Expert
"Moscow, Russia",8,1,12,15,2107,3142,Notebooks Expert
NA,3,5,13,21,1511,3143,Notebooks Expert
"Bengaluru, Karnataka, India",1,8,10,200,1014,3196,Datasets Expert
"Dubai, Dubai, United Arab Emirates",NA,26,32,44,3020,3148,Datasets Expert
"Rome, Lazio, Italy",6,NA,41,48,25,3149,Notebooks Expert
"Lviv, Lviv Oblast, Ukraine",3,12,16,80,2975,3150,Datasets Expert
"Boston, Massachusetts, United States",9,2,17,30,59,3151,Notebooks Expert
"Cleveland, Ohio, United States",17,3,9,303,209,3152,Competitions Expert
"Shanghai, Shanghai, China",9,12,6,206,1294,3206,Competitions Expert
"Kawasaki, Kanagawa, Japan",30,6,77,59,218,3153,Competitions Expert
NA,NA,NA,4,1,1934,3156,Notebooks Expert
"Brisbane, Queensland, Australia",NA,3,5,105,939,3158,Notebooks Expert
"San Jose, California, United States",NA,1,10,176,1593,3159,Notebooks Expert
"Gurugram, Haryana, India",2,7,6,125,497,3160,Datasets Expert
"Ho Chi Minh City, Ho Chi Minh City, Vietnam",21,1,12,21,1426,3161,Notebooks Expert
"Warsaw, Masovian Voivodeship, Poland",16,2,8,37,2054,3162,Notebooks Expert
"Paris, Île-de-France, France",NA,8,11,203,300,3164,Datasets Expert
"Jerusalem, Jerusalem District, Israel",4,NA,10,142,162,3165,Notebooks Expert
NA,9,NA,13,116,1283,3166,Notebooks Expert
"Saitama, Saitama, Japan",23,9,7,32,2575,3167,Competitions Master
"İstanbul, İstanbul, Turkey",15,2,13,13,2075,3168,Notebooks Expert
"Pune, Maharashtra, India",1,11,21,25,1640,3214,Datasets Expert
"Noida, Uttar Pradesh, India",1,3,19,1,803,3217,Notebooks Expert
"Yokohama, Kanagawa, Japan",NA,NA,25,91,1054,3169,Notebooks Expert
"İstanbul, İstanbul, Turkey",1,NA,9,82,3045,3101,Notebooks Expert
"Guwahati, Assam, India",8,8,8,8,538,3219,Notebooks Expert
"Chicago, Illinois, United States",15,55,10,307,299,3171,Competitions Expert
"Chennai, Tamil Nadu, India",5,NA,18,20,532,3172,Notebooks Expert
"Bengaluru, Karnataka, India",1,8,6,88,531,3224,Notebooks Expert
NA,7,NA,8,1,1478,3173,Notebooks Expert
"St. Louis, Missouri, United States",6,NA,21,57,1105,3174,Notebooks Expert
"Çanakkale, Çanakkale, Turkey",3,3,8,40,1281,3175,Datasets Expert
"Alexandria, Virginia, United States",10,4,20,51,812,3066,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,NA,27,20,561,3227,Notebooks Expert
"Gurugram, Haryana, India",NA,NA,26,128,1282,3176,Notebooks Expert
"Delhi, Delhi, India",3,1,6,102,1348,3177,Notebooks Expert
"Bengaluru, Karnataka, India",1,5,7,4,1389,3178,Datasets Expert
NA,2,1,6,33,928,3180,Notebooks Expert
"Mansoura, Dakahlia Governorate, Egypt",5,4,17,163,524,3181,Datasets Expert
"Dhaka, Dhaka Division, Bangladesh",4,2,14,27,1080,3182,Notebooks Expert
"Surgut, Khanty-Mansi Autonomous Okrug, Russia",1,NA,11,30,1638,3183,Notebooks Expert
"Udupi, Karnataka, India",1,1,11,116,1802,3184,Notebooks Expert
"İzmir, İzmir, Turkey",NA,NA,9,19,1753,3186,Notebooks Expert
"Tokyo, Tokyo, Japan",4,1,14,171,1583,3188,Notebooks Expert
"Bengaluru, Karnataka, India",NA,4,15,12,1480,3189,Notebooks Expert
NA,4,NA,15,28,1226,3190,Notebooks Expert
"Bharatpur, Rajasthan, India",NA,NA,16,125,1144,3193,Notebooks Expert
NA,NA,NA,6,NA,1548,3195,Notebooks Expert
"Tokyo, Tokyo, Japan",8,NA,12,15,807,3197,Notebooks Expert
"Barcelona, Catalonia, Spain",116,4,15,48,145,3198,Competitions Grandmaster
"Bengaluru, Karnataka, India",44,3,29,160,51,3199,Competitions Master
NA,32,NA,18,164,85,3200,Competitions Grandmaster
"Beijing, Beijing, China",18,2,6,135,152,3201,Competitions Grandmaster
"Rockville, Maryland, United States",11,13,15,63,92,3202,Notebooks Expert
"Bangkok, Bangkok, Thailand",NA,62,10,2,2954,3203,Datasets Expert
"Fukuoka, Fukuoka, Japan",NA,NA,7,23,1089,3250,Notebooks Expert
"Singapore, Singapore",9,2,22,55,358,3204,Notebooks Expert
"Stratford, Victoria, Australia",41,7,77,59,112,3205,Competitions Expert
"Hyderabad, Telangana, India",NA,3,8,570,443,3154,Notebooks Expert
"Botucatu, State of São Paulo, Brazil",12,5,44,17,2383,3207,Notebooks Expert
"Brest, Brittany, France",10,NA,16,185,844,3255,Notebooks Expert
"Bengaluru, Karnataka, India",1,6,7,182,579,3209,Datasets Expert
NA,22,1,10,822,353,3210,Competitions Master
"Bengaluru, Karnataka, India",12,1,9,28,1224,3259,Notebooks Expert
"Moscow, Russia",28,5,36,5,2152,3211,Competitions Expert
"Mangalore, Karnataka, India",NA,NA,10,37,625,3212,Notebooks Expert
"Bursa, Bursa, Turkey",3,NA,15,39,941,3213,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,1,8,11,2627,3215,Notebooks Expert
NA,48,13,13,220,1684,3216,Competitions Master
"New Delhi, Delhi, India",1,NA,5,27,1234,3218,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",4,NA,11,59,1049,3170,Notebooks Expert
"Agra, Uttar Pradesh, India",NA,NA,4,119,2331,3263,Notebooks Expert
"Bengaluru, Karnataka, India",NA,7,7,117,628,3220,Datasets Expert
"Chandigarh, Chandigarh, India",11,19,39,231,476,3222,Notebooks Expert
"Alexandria, Alexandria Governorate, Egypt",14,38,28,29,1298,3266,Competitions Expert
"Mumbai, Maharashtra, India",NA,5,5,177,777,3223,Datasets Expert
"Kansas City, Missouri, United States",1,2,11,33,989,3225,Notebooks Expert
"Dresden, Saxony, Germany",13,4,5,623,2934,3226,Notebooks Expert
"Bhubaneswar, Odisha, India",2,1,7,13,2197,3228,Notebooks Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",NA,11,13,48,996,3229,Datasets Expert
"Chennai, Tamil Nadu, India",NA,1,6,106,374,3230,Notebooks Expert
"Chennai, Tamil Nadu, India",1,1,5,25,281,3231,Notebooks Expert
"Pune, Maharashtra, India",1,1,11,4,1486,3232,Notebooks Expert
NA,NA,NA,11,103,586,3233,Notebooks Expert
"Kanpur, Uttar Pradesh, India",NA,NA,5,66,866,3234,Notebooks Expert
NA,NA,1,7,48,1232,3235,Notebooks Expert
"Banha, Al Qalyubia Governorate, Egypt",1,NA,7,16,1752,3236,Notebooks Expert
